"Strings","Encrypted","algorithm","length","A",".","+","i","p","<","[","`","#","g","z","6",")","?",",","t","J","T","n","~","(","k",";","-","Z","G","D","f","{","\","=","r","X","@","c","y","h","/","^","Y","$","Q","0","e","o","I","V","b","H",">"," ","K","F","q","7","j","M","B","U","E","N","s","L","S","!","_","C","&","]","*",":","R","d","O","8","""","9","v","P","l","a","'","w","4","2","x","5","}","1","m","|","W","%","u","3"
"Is there free Wi-Fi here?","b'\xd2E1\x04\x84\xd4s\xcf\xc7v\xe8\xbd\n\x85""\x19\xae\x1f\xcc#;\xbc\'?,'","ChaCha20","72","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3888888888888888","0.0","0.0","0.0","0.0","1.3888888888888888","1.3888888888888888","0.0","0.0","0.0","1.3888888888888888","0.0","0.0","0.0","1.3888888888888888","0.0","0.0","0.0","0.0","2.7777777777777777","0.0","22.22222222222222","0.0","0.0","0.0","0.0","6.944444444444445","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3888888888888888","2.7777777777777777","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","1.3888888888888888","0.0","0.0","0.0","0.0","1.3888888888888888","0.0","1.3888888888888888","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0","4.166666666666666","1.3888888888888888","1.3888888888888888","1.3888888888888888","0.0","0.0","1.3888888888888888","4.166666666666666","0.0","4.166666666666666","1.3888888888888888","19.444444444444446","1.3888888888888888","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0"
"What is the check-in time?","b'\xee\x0cI3\x13\xe6\xb2\xc5\x14\x022:9_\xe3\xf3\x1e]\xc9\xb6\xeeb\x82z\xa9\xe1'","ChaCha20","80","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.25","2.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.25","0.0","21.25","0.0","0.0","0.0","0.0","3.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","10.0","0.0","1.25","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.25","0.0","0.0","1.25","0.0","1.25","0.0","0.0","0.0","1.25","0.0","3.75","0.0","0.0","0.0","1.25","2.5","0.0","1.25","5.0","21.25","1.25","0.0","5.0","0.0","0.0","0.0","0.0","0.0","5.0"
"A vest-pocket mirror, for use in reflecting the reading of the diaphragms or time on the shutter, will permit one to make the desired changes from the rear, and thus prove helpful 25when conditions do not permit one to work in front of the camera.","b'\xf7\xc5N6\x13x{\x94\xf9\x14\xff\x82\x7f\xc7L]\xf5x\xaa\xfe\xb4\x15\xd1N\x08Q\xb7\x17""\xbf>\xedLI\x0e}\x01i3K\xf1\xfaz-\x88\xf0E+\xaa\xfa\xf5\x89\xa9\xc6O\x03\x86\xaf(V\x92\x19\x8c#J\xdb\x9c\xe7\xb9A-\xd9x\xd66T\xf2\xea|\xc3\xb9\x9d\xeb\xf8l\xd2]\xee&8\xb6\x92x\xf0f\x80]\xdc\xb4R%\xf4\xc2\xbfe\x0c\xcc\xa9\xe8\x8d\x9a\'\xe32\x12\xa5\xde/\x81\xc5\x93~\xcb7Z9]6\xd7\xe8\xcd\x9d\x8bF\x96\x0e^\xb3\x06}\xcdf\xdc\xae\x89\xf6\x84\x1b\xa5\x03\xef\xe8i](\xc07\x03\x81\xbb\xef\'\xb7d\x89:\r\xa6\xf1R\xb2\xf6\x86\x80\xec\x92\xa3\r(\xff\xb1G*\xf48[%\xdd\xb2R\xe7\x8e\xca\xa7\x0f\xb01\xf4\xdcO\x06\x17\x8e\x97\xbet\x88\x86\x9c\xd4{\xde|`&\xb2\xcaZ\'mU\xdd\x13\xaf+\x8dU\xf2P\x9f\xf4@M\xc6\xfcG\xe5\xe2\x81\x0fl\x18\xd5\xc6\xb2a\x9f\x87\xcf\x85D\x041I\xf1{\x9d\xe8\xba\xcd6\xcf\xf1\xbf\xe8\xbe\xb0\xc3T\xcd\xeb\x0f'","AES","805","0.12422360248447205","0.0","0.2484472049689441","0.2484472049689441","0.0","0.0","0.12422360248447205","0.12422360248447205","0.12422360248447205","0.0","0.12422360248447205","2.236024844720497","0.0","0.0","0.0","0.12422360248447205","0.12422360248447205","0.2484472049689441","0.0","0.12422360248447205","0.37267080745341613","0.0","0.0","0.2484472049689441","0.2484472049689441","0.2484472049689441","0.12422360248447205","5.46583850931677","0.37267080745341613","22.36024844720497","0.0","0.2484472049689441","0.0","0.12422360248447205","3.7267080745341614","0.0","0.0","0.12422360248447205","0.12422360248447205","0.0","0.0","0.12422360248447205","2.608695652173913","3.7267080745341614","0.0","0.2484472049689441","0.12422360248447205","3.7267080745341614","0.0","0.12422360248447205","0.0","0.12422360248447205","0.12422360248447205","0.0","1.8633540372670807","0.0","0.12422360248447205","0.0","0.2484472049689441","0.12422360248447205","0.2484472049689441","0.0","0.2484472049689441","0.0","0.0","0.0","0.0","0.2484472049689441","0.6211180124223602","0.12422360248447205","0.12422360248447205","0.37267080745341613","3.4782608695652173","0.2484472049689441","4.3478260869565215","0.12422360248447205","3.229813664596273","0.0","0.12422360248447205","0.2484472049689441","2.732919254658385","0.6211180124223602","0.0","1.3664596273291925","1.8633540372670807","22.236024844720497","1.2422360248447204","0.2484472049689441","2.732919254658385","0.12422360248447205","0.2484472049689441","0.0","0.2484472049689441","0.0","1.4906832298136645"
"The Keartons recommend an artificial tree trunk for use in wooded places and an artificial rubbish heap for open fields.","MhsvKfhbOGT5D+9RGVrZTqo+WLnemuWIcZR3PrIzs89eh/P2PfdjuSlKzmdFNNq9CdAUtiW+XGRM8lz0TUOZfEWT9uoj+gEiFekldmjOPT8xyXfHapkj1S0rTSRC01IliyIKzOZbGjGxXsacFmKh8Zevx6LGphfRSYdSNTKjmV0=","Blowfish","172","0.5813953488372093","0.0","2.3255813953488373","1.744186046511628","1.1627906976744187","0.0","0.0","0.0","0.0","0.5813953488372093","2.3255813953488373","0.5813953488372093","0.0","0.0","0.0","0.5813953488372093","0.0","4.069767441860465","0.5813953488372093","0.0","0.0","1.1627906976744187","0.0","0.0","2.9069767441860463","3.488372093023256","0.5813953488372093","2.9069767441860463","0.0","0.0","0.5813953488372093","1.744186046511628","1.744186046511628","0.0","1.1627906976744187","1.1627906976744187","2.9069767441860463","0.5813953488372093","0.0","0.5813953488372093","0.0","0.0","2.3255813953488373","2.3255813953488373","1.1627906976744187","2.3255813953488373","1.1627906976744187","1.1627906976744187","0.5813953488372093","0.0","0.0","2.9069767441860463","1.744186046511628","1.1627906976744187","0.0","3.488372093023256","1.1627906976744187","0.0","1.1627906976744187","1.1627906976744187","1.744186046511628","1.744186046511628","1.1627906976744187","2.9069767441860463","0.0","0.0","1.1627906976744187","0.0","0.0","0.0","0.0","2.9069767441860463","2.9069767441860463","2.3255813953488373","2.3255813953488373","0.0","2.3255813953488373","1.1627906976744187","2.3255813953488373","2.3255813953488373","1.1627906976744187","0.0","0.0","0.0","0.5813953488372093","1.744186046511628","0.5813953488372093","0.0","1.1627906976744187","2.9069767441860463","0.0","2.3255813953488373","0.0","1.744186046511628","0.5813953488372093"
"Small consistent efforts always lead to significant results over time.","2LH5glpxEyj9Q3L7YpfcZ4GwrYFfb8l+HcsMz753doBJ7t4sKRzPSWUQVP70m5K5OyXSk8aWi8tZKKDkcIdyfSZJb5ejsuoG","Blowfish","96","0.0","0.0","1.0416666666666665","1.0416666666666665","2.083333333333333","0.0","0.0","0.0","0.0","1.0416666666666665","2.083333333333333","0.0","0.0","0.0","0.0","2.083333333333333","2.083333333333333","0.0","0.0","0.0","0.0","2.083333333333333","0.0","0.0","3.125","2.083333333333333","1.0416666666666665","3.125","0.0","0.0","0.0","1.0416666666666665","1.0416666666666665","0.0","3.125","3.125","0.0","0.0","0.0","2.083333333333333","0.0","2.083333333333333","1.0416666666666665","1.0416666666666665","2.083333333333333","1.0416666666666665","1.0416666666666665","2.083333333333333","2.083333333333333","0.0","0.0","4.166666666666666","1.0416666666666665","0.0","4.166666666666666","2.083333333333333","1.0416666666666665","1.0416666666666665","1.0416666666666665","1.0416666666666665","0.0","3.125","2.083333333333333","3.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0416666666666665","2.083333333333333","1.0416666666666665","3.125","0.0","1.0416666666666665","0.0","2.083333333333333","2.083333333333333","1.0416666666666665","0.0","1.0416666666666665","2.083333333333333","1.0416666666666665","1.0416666666666665","5.208333333333334","0.0","0.0","1.0416666666666665","0.0","2.083333333333333","0.0","1.0416666666666665","2.083333333333333"
"4.","VGJRPUADJYY=","Blowfish","12","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","8.333333333333332","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"In addition to possessing the advantage of great speed, this shutter also passes a higher percentage of light than a lens shutter even when the actual time of the so-called exposure is the same.","BIQsSjbWbOCHWMiIoZcnnQPBwI7DFF5QgAKOMHmFd0lSjMURujaxrwYE61OaEd1iHhgFxxbK6811Oodp+OuF7V2gmEU2hgBO1ty94AiJRZmI8343t8kiK/JNLknuzyS5QmxEuBAOZfi+vMRBv18jVOY/HryFEGvs22jEFVe3MszoMZIzv3L35tsKVnCt5A80M+bu409EtoIwaIf/vB+cqZ+S6n030USC2yrhE8Xcwl4ZCxdqGNAAhcTd+r26hmQxNv8TFp8MLr8=","Blowfish","268","2.2388059701492535","0.0","2.2388059701492535","1.8656716417910446","0.7462686567164178","0.0","0.0","0.0","0.0","1.4925373134328357","1.1194029850746268","1.4925373134328357","0.0","0.0","0.0","1.8656716417910446","0.7462686567164178","0.7462686567164178","1.8656716417910446","0.0","0.0","0.7462686567164178","0.0","0.0","2.2388059701492535","0.7462686567164178","0.3731343283582089","0.7462686567164178","0.0","0.0","0.3731343283582089","1.8656716417910446","0.3731343283582089","0.0","1.4925373134328357","1.4925373134328357","1.8656716417910446","1.1194029850746268","0.0","0.7462686567164178","0.0","1.8656716417910446","1.8656716417910446","0.3731343283582089","1.4925373134328357","2.6119402985074625","1.4925373134328357","1.4925373134328357","1.4925373134328357","0.0","0.0","1.4925373134328357","2.9850746268656714","0.7462686567164178","0.7462686567164178","1.8656716417910446","2.9850746268656714","2.2388059701492535","1.1194029850746268","2.9850746268656714","1.1194029850746268","1.4925373134328357","1.1194029850746268","1.8656716417910446","0.0","0.0","1.4925373134328357","0.0","0.0","0.0","0.0","1.1194029850746268","1.8656716417910446","2.9850746268656714","3.3582089552238807","0.0","0.7462686567164178","2.2388059701492535","0.3731343283582089","0.7462686567164178","1.1194029850746268","0.0","1.4925373134328357","1.4925373134328357","2.2388059701492535","2.2388059701492535","1.4925373134328357","0.0","2.2388059701492535","1.8656716417910446","0.0","0.7462686567164178","0.0","1.8656716417910446","2.2388059701492535"
"Not only that, many flora and fauna today either have gone extinct or are endangered.","b'\xbc;\x14a\xf6\x0cSy<\xc5\xdb\xccd3\xdb\xe2\xac,\xc3\x01\x9f\xfe\x83\x99\x05\xdf\x19\x0c\xc8%~\xf5\x8a/\x0f\xac\x0f\xdf\x0e\xf4\xe6#\xf15dE\xb7Z\xfd\xe9}\xdf\xef\x16\xc0\x81R\xf3\x1a\xa4\x13\xbb*?\xfbJ\xe2u\xee]g\x93<1\xc5\xef\xf5\\\xb0\xc9\xdb\xd0viT\x82\xff\xf0\xdd\xe3\x95\xed\xfa\x08W\xfaj\xb9\x11\xdf\xdc\x8f\x12\x1c#YLb\xd2\xc27\xba'","AES","341","0.0","0.0","0.0","0.2932551319648094","0.0","0.5865102639296188","0.0","0.0","0.5865102639296188","0.2932551319648094","0.0","0.8797653958944283","0.0","0.2932551319648094","0.2932551319648094","0.0","0.2932551319648094","0.2932551319648094","0.0","0.2932551319648094","0.0","0.0","0.2932551319648094","0.0","0.2932551319648094","0.0","0.0","7.038123167155426","0.0","22.58064516129032","0.0","0.0","0.0","0.0","4.69208211143695","0.2932551319648094","0.0","0.2932551319648094","0.0","0.2932551319648094","0.0","0.0","3.519061583577713","3.519061583577713","0.0","0.0","0.0","3.812316715542522","0.0","0.0","0.0","0.0","0.0","0.0","0.5865102639296188","0.2932551319648094","0.0","0.0","0.0","0.2932551319648094","0.0","0.0","0.2932551319648094","0.2932551319648094","0.0","0.0","0.0","0.0","0.2932551319648094","0.2932551319648094","0.0","0.2932551319648094","4.69208211143695","0.0","2.0527859237536656","0.0","2.6392961876832843","0.2932551319648094","0.0","0.0","2.6392961876832843","0.5865102639296188","0.0","0.8797653958944283","1.7595307917888565","21.994134897360702","2.0527859237536656","0.2932551319648094","3.812316715542522","0.0","0.0","0.2932551319648094","0.2932551319648094","0.2932551319648094","2.0527859237536656"
">,Tx1%fi~9/-uyx","tKdn6H5Mu2AfnCHwaTGGyg==","Blowfish","24","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0","4.166666666666666","0.0","0.0","0.0","4.166666666666666","0.0","4.166666666666666","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","4.166666666666666","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0","4.166666666666666","0.0","4.166666666666666","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0"
"Create","b'\xe8|E\xc5\xf3\x10\r\x8e*\xd6\xbe\xa2&\x07\x8c&m\x950\xf2\x04t\xf9\xa4\x7f\xeb\xc5S\x94}\x93\xb8'","AES","99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0101010101010102","0.0","0.0","0.0","1.0101010101010102","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.040404040404041","0.0","22.22222222222222","0.0","1.0101010101010102","0.0","0.0","3.0303030303030303","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.040404040404041","4.040404040404041","0.0","0.0","0.0","4.040404040404041","0.0","0.0","0.0","0.0","0.0","0.0","2.0202020202020203","0.0","0.0","0.0","0.0","1.0101010101010102","0.0","0.0","0.0","1.0101010101010102","0.0","0.0","0.0","2.0202020202020203","0.0","1.0101010101010102","0.0","0.0","1.0101010101010102","0.0","4.040404040404041","0.0","4.040404040404041","0.0","0.0","0.0","2.0202020202020203","2.0202020202020203","0.0","3.0303030303030303","2.0202020202020203","21.21212121212121","3.0303030303030303","1.0101010101010102","1.0101010101010102","1.0101010101010102","1.0101010101010102","0.0","0.0","0.0","2.0202020202020203"
"The best lessons in life come from the hardest experiences we face.","b""t\xda\x86^\xb4m\xa1\xc4\t\xd32\x11\xdd\x9e\xba\x0eX\x9e\x0b\xa8\x1cG_\xe4Z\xb4\xa6\x86\xb4\xa3\xab0\x8c\xa8[\xc0L\x84\x0c\xa3\xbc\xc7\x07\x03\x93\xd2\xdc\xe5\xb2\x8e\xff\xd59\xa5\x8f\xda\x02\xb1\x11'\xec\xd4L4Ol\x05\x03\xadR\x1e\x8e)\x19\xb2\x86\n~\x8by\xff\x9c\x93(\xd7\xec\x9fg\xb4g\x10\xd1C\xf5\xc5\xf6""","AES","308","0.0","0.0","0.0","0.0","0.0","0.0","0.3246753246753247","0.0","0.0","0.6493506493506493","0.0","1.6233766233766231","0.3246753246753247","0.0","0.0","0.6493506493506493","0.0","0.0","0.3246753246753247","0.3246753246753247","0.3246753246753247","0.0","0.0","0.0","0.3246753246753247","0.3246753246753247","0.0","2.5974025974025974","0.0","23.051948051948052","0.0","0.0","0.3246753246753247","0.0","3.896103896103896","0.3246753246753247","0.0","0.0","0.3246753246753247","0.0","0.0","0.0","3.571428571428571","3.2467532467532463","0.0","0.0","0.0","4.220779220779221","0.0","0.0","0.0","0.0","0.0","0.0","0.974025974025974","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6493506493506493","0.0","0.0","0.3246753246753247","0.3246753246753247","0.0","0.0","0.0","0.0","0.3246753246753247","3.896103896103896","0.3246753246753247","3.571428571428571","0.6493506493506493","2.5974025974025974","0.0","0.0","0.3246753246753247","3.896103896103896","0.3246753246753247","0.0","2.922077922077922","1.6233766233766231","22.4025974025974","1.948051948051948","0.0","3.571428571428571","0.3246753246753247","0.0","0.0","0.0","0.0","2.272727272727273"
"A life without purpose is like a ship without direction—lost forever.","QC/+YeQG1/RyH+546DCm/pLywJY6YgiMrIU8URhADxGZizSl/XONTwNWDneNHjRqtiLMAe0iph+iSthzA/XQn3HvoyHYnnqO","Blowfish","96","3.125","0.0","3.125","5.208333333333334","2.083333333333333","0.0","0.0","0.0","0.0","1.0416666666666665","2.083333333333333","2.083333333333333","0.0","0.0","0.0","2.083333333333333","1.0416666666666665","1.0416666666666665","4.166666666666666","0.0","0.0","0.0","0.0","0.0","1.0416666666666665","2.083333333333333","3.125","0.0","0.0","0.0","0.0","1.0416666666666665","2.083333333333333","0.0","0.0","3.125","3.125","5.208333333333334","0.0","4.166666666666666","0.0","3.125","1.0416666666666665","3.125","1.0416666666666665","1.0416666666666665","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","2.083333333333333","0.0","1.0416666666666665","2.083333333333333","0.0","2.083333333333333","0.0","3.125","0.0","2.083333333333333","2.083333333333333","0.0","0.0","2.083333333333333","0.0","0.0","0.0","0.0","3.125","0.0","2.083333333333333","1.0416666666666665","0.0","0.0","1.0416666666666665","0.0","1.0416666666666665","0.0","0.0","2.083333333333333","1.0416666666666665","0.0","1.0416666666666665","1.0416666666666665","0.0","1.0416666666666665","1.0416666666666665","0.0","1.0416666666666665","0.0","0.0","1.0416666666666665"
"Can I get this delivered?","b'`\xacC\x9a\x04+\xf4\xdd\x87VU\xc6\xf6b\x9b\xa18\x90\xb4\x18w\xf7\x9d\x1f\x9d'","ChaCha20","79","0.0","0.0","1.2658227848101267","0.0","0.0","0.0","0.0","1.2658227848101267","0.0","0.0","0.0","2.5316455696202533","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.063291139240507","0.0","21.518987341772153","0.0","0.0","0.0","0.0","2.5316455696202533","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5316455696202533","0.0","0.0","0.0","1.2658227848101267","5.063291139240507","0.0","0.0","0.0","0.0","0.0","0.0","2.5316455696202533","0.0","0.0","0.0","1.2658227848101267","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2658227848101267","0.0","0.0","0.0","0.0","0.0","5.063291139240507","0.0","3.79746835443038","0.0","6.329113924050633","0.0","0.0","0.0","3.79746835443038","2.5316455696202533","1.2658227848101267","3.79746835443038","0.0","21.518987341772153","0.0","0.0","3.79746835443038","0.0","0.0","0.0","0.0","0.0","0.0"
"'Image a thousand of these things coming over the horizon right at you,' Andreessen said.","b'p\x9a\xbc\xac\x90\xbf\xbd\x1e~\xac\xae\x82\x0e\xe0F\xb6p\xccu(@\x1e\x04|-.O\x84<\x0b\xb3\x1a\xf1\x8f:\xfbg\x9b2B\xe0p\xa8\xdfd\xf5\xef\xf9b%\x0e\xc5\xe1\\\xf3[\xf0^\xbfL3W0@\x1c\xae\x92\xe2j\xe2\xc6]\xd9\xb6ZM\x9d\xf9^&\xce\x12\x91E\xd5\xc5\x84\xbf\xd4v\xb6\x0e\xe0\x89\t\xb4\x89\t\xff\x7f\xb3\xb4\x9e\x05\x99\x10\xdc\xf9G\xc3\xf9\x84'","AES","337","0.0","0.2967359050445104","0.0","0.0","0.8902077151335311","0.2967359050445104","0.2967359050445104","0.0","0.0","0.2967359050445104","0.0","1.1869436201780417","0.0","0.0","0.0","0.5934718100890208","0.0","0.0","0.0","0.2967359050445104","0.2967359050445104","0.0","0.0","0.2967359050445104","0.2967359050445104","0.2967359050445104","0.0","5.341246290801187","0.0","22.8486646884273","0.0","0.0","0.0","0.5934718100890208","3.5608308605341246","0.0","0.0","0.0","0.5934718100890208","0.0","0.0","0.0","3.857566765578635","4.747774480712167","0.0","0.0","0.0","5.044510385756676","0.0","0.0","0.0","0.0","0.2967359050445104","0.0","0.2967359050445104","0.2967359050445104","0.2967359050445104","0.2967359050445104","0.0","0.2967359050445104","0.0","0.0","0.2967359050445104","0.0","0.0","0.0","0.0","0.2967359050445104","0.2967359050445104","0.0","0.2967359050445104","0.0","2.3738872403560833","0.2967359050445104","2.3738872403560833","0.0","4.747774480712167","0.2967359050445104","0.0","0.0","2.0771513353115725","0.5934718100890208","0.0","2.0771513353115725","1.7804154302670623","21.66172106824926","1.483679525222552","0.0","2.6706231454005933","0.0","0.2967359050445104","0.2967359050445104","0.2967359050445104","0.2967359050445104","1.483679525222552"
"Keep smiling.","b""\x8e\x11\xda\xdc\x81\xd65)\x80\x9e'\xaf\x84""","ChaCha20","46","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1739130434782608","2.1739130434782608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1739130434782608","0.0","21.73913043478261","0.0","0.0","0.0","0.0","2.1739130434782608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1739130434782608","4.3478260869565215","0.0","0.0","0.0","2.1739130434782608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.521739130434782","0.0","8.695652173913043","4.3478260869565215","2.1739130434782608","0.0","0.0","0.0","4.3478260869565215","2.1739130434782608","0.0","2.1739130434782608","0.0","21.73913043478261","2.1739130434782608","0.0","6.521739130434782","0.0","0.0","0.0","0.0","0.0","0.0"
"Water pollution can occur in natural bodies of water, such as lakes, rivers, and oceans, as well as in man-made water systems, such as reservoirs, aqueducts, and sewage treatment plants.","b'\x08\x9crw^\x06\xa5\xa8\x99\xe6W\x01\xfe\xc5\xbb%\x05\x10L\tK^ae\xdbk\x9f\xc0,A\xd8ce\x91\r\xbc|\x11\xb9\x18\xf7\x1f\xc0\t\xa6\xdd\x0c]\xc7\xe8C5]k\xf9\xba\xd9/<\xe3\x06OSg\xdd\x19g\x98\xb4""1w\x9bq\xd4R\xd5\x15\xc6K\xc3q\xf3\xf6N\x1c\x1e\xc3j\x8c\x98\xb3\xa9^\xe5=i\x1d\xea\xcc\xe8e{\xc7\xdd\xe1\xf4\xf8\x12\xcb\xb1%\xc12\x9a\r\xc3\xe8q\x1c\x90[\x8bJlPv\xb8\xde?\xcf\xd3\x1fd\xdb\xda\x04\\\xcb\xad\x9bl?b\xd8\xc1\xef \x8f\x88\xe3\xfc\r4 \x04\x9b\x89\x99\x82D\x1a\xccPG\xc7\x86\x14&\xbb[[\x01\xad:O3\xf1\x83\xb00\x9b\xc8]\xf89\xacI\xf9\xa2\xea3\xbav\xdbb\xfe\xcc\x04\xb8\x93\x81\x9c`C\xb9;\x9c'","AES","595","0.16806722689075632","0.0","0.0","0.16806722689075632","0.0","0.16806722689075632","0.5042016806722689","0.16806722689075632","0.0","0.33613445378151263","0.0","1.1764705882352942","0.0","0.33613445378151263","0.16806722689075632","0.33613445378151263","0.16806722689075632","0.0","0.0","0.0","0.0","0.33613445378151263","0.16806722689075632","0.0","0.0","0.16806722689075632","0.16806722689075632","3.0252100840336134","0.16806722689075632","22.35294117647059","0.16806722689075632","0.6722689075630253","0.0","0.0","5.546218487394958","0.0","0.0","0.16806722689075632","0.5042016806722689","0.0","0.0","0.0","2.689075630252101","3.0252100840336134","0.0","0.16806722689075632","0.0","4.705882352941177","0.0","0.0","0.33613445378151263","0.33613445378151263","0.0","0.5042016806722689","0.6722689075630253","0.16806722689075632","0.0","0.0","0.0","0.0","0.16806722689075632","0.0","0.16806722689075632","0.16806722689075632","0.0","0.0","0.33613445378151263","0.16806722689075632","0.5042016806722689","0.0","0.16806722689075632","0.16806722689075632","3.5294117647058822","0.33613445378151263","4.201680672268908","0.16806722689075632","4.53781512605042","0.33613445378151263","0.33613445378151263","0.33613445378151263","2.689075630252101","0.33613445378151263","0.33613445378151263","1.3445378151260505","0.6722689075630253","21.176470588235293","1.1764705882352942","0.0","4.201680672268908","0.0","0.16806722689075632","0.16806722689075632","0.33613445378151263","0.0","2.0168067226890756"
"$_k!2CnPM/jpq","b'\xc6\xb2\xac\xebT\xa0\x9a@>X\x1c\xa3\xeb4\xaf\xa5\x00\x0bF\xb7\x10\xff1\xd5/\xef\tt\xa2\x90-E'","AES","96","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0416666666666665","0.0","0.0","0.0","2.083333333333333","0.0","1.0416666666666665","0.0","0.0","0.0","0.0","0.0","1.0416666666666665","0.0","0.0","0.0","4.166666666666666","0.0","21.875","0.0","0.0","1.0416666666666665","1.0416666666666665","3.125","0.0","0.0","1.0416666666666665","0.0","0.0","0.0","0.0","6.25","3.125","0.0","0.0","0.0","6.25","0.0","1.0416666666666665","0.0","0.0","1.0416666666666665","0.0","1.0416666666666665","0.0","0.0","0.0","0.0","1.0416666666666665","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0416666666666665","0.0","0.0","0.0","2.083333333333333","0.0","0.0","0.0","7.291666666666667","2.083333333333333","0.0","1.0416666666666665","2.083333333333333","20.833333333333336","2.083333333333333","0.0","3.125","0.0","0.0","0.0","0.0","0.0","1.0416666666666665"
"h<LSJ_ERm{Lo)ycUd,","b'\x12\xee1>v\x82\xbe1,k\xf09\xd4\x9d0\xf7\xb8*'","ChaCha20","48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.083333333333333","0.0","0.0","0.0","0.0","0.0","0.0","2.083333333333333","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0","18.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.166666666666666","6.25","0.0","0.0","0.0","6.25","0.0","2.083333333333333","0.0","0.0","0.0","0.0","2.083333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.083333333333333","0.0","0.0","4.166666666666666","0.0","4.166666666666666","0.0","4.166666666666666","2.083333333333333","0.0","0.0","0.0","4.166666666666666","0.0","2.083333333333333","4.166666666666666","18.75","0.0","0.0","6.25","0.0","0.0","0.0","0.0","0.0","0.0"
