"Strings","SHA256_hashed"
"Can you print this for me?","285fc2be0ca3be058e997eb9c1eb999ff5f9dd8e10ec032b5812afb40d66a10a"
"I need to make some copies.","7d267fbc4c49ff16cab36cd9b9b1dcc570b6e06c6151aa9d817ecc0a71b62729"
"I need to call a client.","2d55d747f8345642c79c50358f13472649a89a40d2f2e6855f2f3c260c1770f7"
"Can you join the conference call?","a26cb0ead81984e84dba86060a62f0aad24c0987d460ded3ed447dc07ed66f2b"
"Let’s have a team meeting.","18a1fdcd246fa37774d7768834974ea68a016434ce1b2b18158e19b7bcddeb9c"
"Can you cover for me?","e3279bd1d2e1bf1cbf6fc56e62f09bc136f408899b5906255a9f56dde8a2bacb"
"I need a ticket to New York.","6b61e3f93d606e7e17d4596d60125949807d4f3748454cab21b31925888b3b41"
"What time is the next train?","0a67be011458b4f5a026e956c6a0c5ca9076a14a940ba0252130cbf81fb06ebc"
"How much is a one-way ticket?","cd18cad5e3f6f7186bcd295d916593177ac81bee6d5770b8261b23fa087ac0e8"
"Where is the boarding gate?","c305aea50c54b091af8e7bbdfa6ee8890fda8d8176acc1e0e6c62ae2f6b73a92"
"Can I have a window seat?","b30775803653246257ddaeb19ec5439f5cac21f46bd7675229b47a67f585f5fc"
"How long is the flight?","e561a7451c18ace6792bed371fbb0199947e4b4cd00a1aa3a9f7f04ca3f24c96"
"What time does the bus leave?","0a56767e1f58aa11cb1ac93c1a3eb9ae9495acb0e8dcac842071ceebdd655fd9"
"Where can I rent a car?","5310b22ce54cead3ed1f8c57b6bb3b91a4f1caea1b5d2013925c3343e55f3356"
"I need a map of the city.","c2d8b3206c86e3b606aa6aeeeb8c3e2eb665cf751d2be06adba3c1b0489cec88"
"Can you book a taxi for me?","9039d93c8d28d08e3d742942d17facd69beacedf95a771a98a12d94da6194382"
"Where is the baggage claim area?","e808fb088d0b15a45ddfb7740a1e961e33b70f2c220844a2d246f98dd9afed06"
"What is the local time?","42cad2b61a39021f981a0a66ece5e9afa97f90cdf0db0035c677d506b8e6cec3"
"Can you recommend a good restaurant?","97c986afa686af098d22fe72ca8ba2a6efd986a346366c5a77d1479e8d498aca"
"Is there free Wi-Fi here?","95d6c50b731eed07e93cd6a0b0bba4868277a54a87fa9d299307bc91b13e1f0c"
"Where can I exchange money?","6ad373332459b2be14cf45b66ec451b38c4718ade0bf5fc96bc2e8bc72771429"
"What is the check-in time?","ac4b5d8c717e2d258c6835dff2c23169db4a778e659341fa095f080cf6998d0e"
"Do you have a city tour?","2dbf4832adb70601a4f3c4be272fd2a16702a2663d116d78cf5143887ccd6bc3"
"Can I get a late check-out?","e57e4017684b4e03fb492a54acb870463e9ac9733ea4cb29d140e5235dbeca6d"
"Is there a hospital nearby?","bbdcb9357b5cd6aac2ae592a748d2907680c65fa1b0e959dda773f2f5a69e905"
"Can you help me find my way?","53f1b1395e606c17658531448c9c95dc3c97ad35ccb586f0f5185a84d34928fe"
"My phone is not working.","b5c1292e94bebc0c71e08891a4f24e8e91c948252da6c07c127986d3506b2b6a"
"Is this the emergency room?","aec3663fde68a9f874d52d046e9391831a81475bc5cc640abffaa7f28a771c4a"
"Where is the nearest pharmacy?","f4d592dbf42e4c3e63b0ef251035788f4c43c254f0bb222f1deb8bd183050e6f"
"There has been an accident.","5c2397d45d7e286ac6e35abca7cb40297d71b8d727c43fca804d924b69746ee5"
"Can you call an ambulance?","739eed891eab8ec3daea996b7f7e9e69d6b0327d061aff9d80dd30b427c7593d"
"I need to see a dentist.","b33b3d10cf19cac3bd7703d54c1b147f36e53eada505fd075fabdb67900a89d5"
"Is there a fire extinguisher?","66f414e2a6839c8573506d49497975054d99cde23825c9e35e9b260dd5efc63c"
"I need to contact my family.","c38e7a2a1c5042bf175d581dd12894f47c8fddfabbd9c9c27c68672056d4f1a2"
"Can you help me with first aid?","82fce0b2349e2c021ddcfb4fa411f46259373537cd4f7d0ae7dc747fd95ee7d7"
"I need to report a crime.","7e01c81f3133066de5f48f30fe3eb6fad6980e1d79ff8adf6f5f068f2b0d6645"
"Making Plans – English Sentences","b89410d7c4d03b1b2fb70581539f0e5209601381760ee107c3d6925765cb76f2"
"Let’s go to the movies.","2ff598b8e01a53789740ee8465c0247f0b93d1029bc5cf26f84be136ff913c43"
"Do you want to hang out?","82019d900a48bc675df37e2d49118b5fc4ecf1f25d1427784daf87dbcec2a067"
"Let’s meet at the park.","1cf7dbd5dde7a7f5f51036317a5db4d1ebbf0eb827ea24e64fd0d5deffb5891e"
"Can you come over tomorrow?","896fb908ac1fe2d76e439abceab9a916b7da6d4a3575b5d8fd8d63443ff77826"
"Let’s go for a walk.","4352b57c0006f864b85d633586c2296e942509df24cd36822576275caa245b4f"
"Are you free this evening?","32b3385301f4ce4b9b3d85ea30cf3879ac250a97dc7f04a1acd225ddb7818575"
"Let’s go to the beach.","e2b96e4655252267a34fba1ce9951a3ed0f502f7dbc4ab1a100aac7d9cee141b"
"Do you want to play a game?","859b25aeb1a8b2fff1073d1ac1286c241660e53f1eba2b1d24c4ceddc0bfd5a0"
"Let’s go to the museum.","23ed17a41c80adc98091c61c4bb6af94dd33064d8373f630f0e0c5052abd6fdd"
"Can we visit the zoo?","a9f573e99f8ceb8e1b2e13c52f4b371c519d0aab14b81b48a23fe8d8d360fb7c"
"Do you want to go hiking?","e554fa2c51d6aa9d7d717169df56f329b2b39a3e4977017b8ef54d973a40121f"
"Can we watch a movie?","3c0c8717f3ace47d84c5c1e76f1765a72cf8b5b8ecbd87a1d4fbf909d5df0b3e"
"Let’s go out for coffee.","b184e6c70a19cd645263ff249cb1296f7d5ecd89b050ba83b875073ec9f80b3e"
"Do you want to join us?","04309c9dcb90ff76f12460aad066a3f356d5d380f3af4aeacb5bf33f03f3d636"
"What is your favorite color?","dcc535df7b1cd1f8ee25ffb32741b81e069d01ccaeaeb3e6ae0a9830dd09db2e"
"How do you spell that?","c3a6343dfa9d6273ee9f7481b3378de929f8b97a20a2221e9422bdb17d602c6a"
"It’s next to the bank.","10300f6cacab7f8f40c6e20683f3c67b9bcecbbbea0ac33cca58e2c834730981"
"Go to the end of the road.","69ef910537cae7247014b483f72221e707e8eb29fb910101454d76785beb7c8a"
"It’s near the bus stop.","548d4543baf91b4c64211f861b5e2938eaac5966d92b244bcf159114b5d9beec"
"It’s in front of the store.","7e2bd80ebbc5a3398c333fcc4ad2dd9de1643e2dddc3e329c93cfb029ea074f2"
"I think this is great.","225efa19c6c3206eca080df273a637881a7985959c34598a8ce64f8d85a16fc7"
"I believe you are right.","5326bc2071f790ac96585e8532c95c53b0a3373db84c0b4455865edddc6c3ab0"
"In my opinion, it’s okay.","6f0f1eb4ba19dc5775646ad340f4b78aa145f3c492d97bc427555c60b806edc3"
"I feel this is important.","b59ba4d08c1cbe348ce995b44830fd4cb37dc9ca8b2fc67be1abbdc9cc0dc2c5"
"I think we should try.","759c9bb53ddfb83d353856bf3a8383e8c673ce09e135a563eddf626131179273"
"I am not sure about this.","631b625aeae9f305f4ca76b346ae3d58e762343e9bde4cb4552b2d7cd1063418"
"I think this is a bad idea.","341f1c3580fab22db7f9804ee2a285f1691f70af1221921c2987277d5f107991"
"I feel good about this.","898306b31e68f1e6d24d1f184d51ec34b3f137df508f7b6bdf6c802d6e8ee722"
"I think we can do better.","40bb0da57d34974f3b1b22d41561fe32056ab81db3f565bc1542de568b515a37"
"I am not a fan of this.","8e53b50c93111cb29336ee4f44404f7d95297f0d5d8cbbf820e47505ae058cb9"
"Could you please pass the salt?","e5e1c115023f5e30dc4b405c028a3433ce398ebe914e744288a3986f153dec28"
"May I borrow your pen?","9b6db44e5a101c7e60493613646230ede8884f23b45ce19dd52276a1a20c02d5"
"Can I have a glass of water?","93a0a4df7a032eea78b303a6d9a403e6ee61144614b8c0a65647d8528a98c7c2"
"Can you turn on the light?","77c92747540dfd007e65b249f4b1afe7de9420adeca53b6e5b0359ff02701dc1"
"Could you close the door?","8817c2883924b1cdc5190ec70b914ce4343afdfbe5fd4a2d45e3db3db8667a37"
"Please lend me your book.","f3333b37cf09497b63c7937098962bd4e168a99bf773790df314a62c53cbeb87"
"Can you show me the way?","1e5140960994fb9a581f92db10a9fec1d9504d6374a986971b379d18cbe2e002"
"May I ask a question?","b13b201253d571655ba935c38213f2eec61b9dd09b6ac2e5dfad9bb5ad8c76a6"
"Could you speak more slowly?","1310bd6038d0e880d468a2b8c2e28ce6d2997349fda7d29b2632eef0e0a19817"
"May I use your phone?","def029b8566f58ff6dacd1ef13b9c5ea5982bbe0b481fd565810ce931eb747a8"
"Could you help me with this?","9ba87bbf0292ce6358e357c0428947381100bcd44abcfd9bd2faf1a329b17b2a"
"Please tell me the time.","e9b6d154fa52f08864e8b30774da32d12f516876601649411369bee254915d4d"
"Can you give me a ride?","d49a6069c902769c4b4b870670f58475dd61f0a24e84c1a4cb615356e3fc1d25"
"Could you explain this to me?","07c05bde9b4962831edc19fec3d613ec4915367c9ed56cbe26609188786175e4"
"Please turn off the TV.","ba556883efc7f21829d4356d589c363e910db855d74451df87872bba7f5020cf"
"I am sorry for the inconvenience.","c759ffa2ee74ba2d618c5b45b32b4dd5dabc3201bfc3c2e6df13f106789396bf"
"I am sorry I am late.","12f1c40953a685f72f996e666a5a1da9e027f663884f4a94805abfaa77f24664"
"I am sorry for the mistake.","b19ccebf62e14e12244744fe94849124a87177404d8c7898d8ada4102d4abb91"
"I didn’t mean to hurt you.","c83ecb683a0c43449b263beb19ba26e984ddf2610108282bc1024e574a84443c"
"I am sorry for the confusion.","ea4f77aaae574031a5582c9c2b9ef64ea3fe1555f181aa20c6f2802244c2480d"
"I apologize for any trouble.","e2aac92bdebac2038228dabe2683d918d9cafb3f49edf89f5d3b4659fa2ca3f0"
"I am sorry for the misunderstanding.","5f98f51c72601bc3c71d4c6a9a3aeb048d03c59511a93dbccf3402f33eee0280"
"I am sorry for being rude.","cc2a38334d7ff4a6dfc9e51de0dcf15a525cb841d3f43c2e275883b4d73a935c"
"I am sorry for the delay.","fbab7a0ee1e7b04204c5a6460eb027db97d7cd7b55984ebd85bbd1a8a2e7fd00"
"I didn’t mean to offend you.","6085b5002022f78daa031ddd5bf1b54abf980ffdbf4f8ee607e2a0c6392ddb75"
"You ought to see a doctor.","7203cda72631b1c30f9571128fb94429cc5e02436187ea17e02897f59fae99c0"
"It’s a good idea to save money.","849e405d068748a99391a2c0fdd46243dca30003dbd7122c0c626b26beb2eed5"
"You should take a break.","a97e9d7244e459474295a76c77b4cabefb4127b8cb9bab611c2be84ce709590f"
"I think you should go.","4965e7461300cdd99bf72e1e677da4075634c0ec44efc4d43c5ee2a46fa2c99d"
"It’s better to be safe.","e053b08acb8a77072bb2c466afa7d3003a6185aa175fc084824fad3da68cd0e9"
"You ought to eat healthier.","beacae919c3bced6e2004d33c1d0610bee12f10cbdcf60d007c0141f4d669b7b"
"I advise you to study hard.","4958da6204205779be9f641687ee90c8f9de35206884a5740c0d73c3fb4d3d5b"
"You should get some rest.","46d4a475fb07c900cee830ef450f0aad325d40ddc597f60bb6b40f4b3726e76b"
"You need to work on that.","40ad6a4c281a4aac73b7a059a5458335dfb9ba5ccab1a27feca5ee6ae8ed1bc6"
"It’s good to be prepared.","18df972d36b7ab0c50465c557ac1d762bf380b3bdb88ea47b4e5a482384fed76"
"Try to be on time.","053de565652ed9dbe1e414d3e725345f012be9c3b1beaa77573f020aa36e75fb"
"You ought to listen to her.","6744205ca5cdc689a5ae0473d20bb154eceeec53dc6903ed047683943d3e1f02"
"It’s best to be honest.","c6b068ffd0c49b0c52c8bf1eec44b45ff7297091cccee405e4bf6f6ade2903a3"
"Expressing Gratitude – English Sentences","b3ab5ef644b2b30cd3fbc7e6a9138918ce7a81d5cc7fbc2221647d572c42fa65"
"I am grateful for your help.","cae379d58771f3b541409e4a1079f570289b7e1d02f43775d42996e0182801d4"
"I can’t thank you enough.","a8dbef465338471e6b8680dbd75964f02dddd4c5976e78224a8c4efa9d4e2130"
"I am thankful for your support.","ff80eaae4ad70c159fbd34685d9932e4cfb28fa6169de721c6cb38d8e7bdb880"
"Thank you for your time.","33cee73ed28155651a8cd65a405a96c5f09ca2ea1927be9f26f7c4f6aff540d1"
"Thank you for being there.","d6cbabc7fac207f193ce8a3862621ab1fbfc523f6e32939a7275f90ba3796e08"
"Thank you for your generosity.","5a6ad6cd60819fe4741682d0706d14f78be482d7fa795d9be72ca8fdd0569724"
"I am thankful for your assistance.","592981c8965eb9ccd8062f5400f9f040b532c29f4b667af9515301bde67e02b0"
"Thank you for the information.","d490a5731e580fd9b98dd19f649d82a8e0544b9dab7f796fed03a8a7f3b09223"
"You did a good job.","4d77bf7454af85eb246d178c1f618008e3dc9c21c056e4d1dcf3641bddfecb57"
"You have a beautiful smile.","67fe1bac568dfaad88613d890ececf4f61ddc40277aed7f5a9d65d0b63e27af4"
"You are a great friend.","2ce70756837642b7cb42181d701890188c83a7435d989661fc9177955d7e0360"
"You have a nice voice.","2776634dc674af7d4ee2e504acdd257448ce48795e1cb780ca7de585f16bf796"
"Making Small Talk – English Sentences","a344eb906ed88c268f3fb54cd76a10ba5c6aea02cbacdc3264768530dc3ada4e"
"How is the weather today?","d3e616063cf63deb0d50524b9e5f614f32e111007c3f804587ca3931631fa995"
"Did you watch the game last night?","d9f1a2fb8bfc02d6e3ad491e770ecf5ad98540f656f1cbee9d8ab0b2048160b0"
"What did you do over the weekend?","0b7bdecce95d10a796cce7a11a121c3d733ca6cb87d142d84159d6ea5b41966d"
"Have you seen any good movies lately?","8f00c888430bd4266a690fcc96f504e5a0df8a6bcdf31b232c2220764908fafd"
"Do you have any hobbies?","922bc67f899eba7f222c90cccea4c03cb71a90100a9ec18881090732e5cdf4c7"
"What kind of music do you like?","3df539413e874ec98a6479a9d9824feb67ccb0d48c4e0a03351b7fdce079f8b6"
"What are your plans for the weekend?","26ca19a51bfc9d3a9925727ce75c255662c9f045661c6ab85b7ca791dc74cf12"
"Do you like reading books?","9c94ec01ebfc31c675fee6a2c56e0a6fe17ed3a722133f5208598861fa08ce77"
"Have you tried the new restaurant?","2818d4949c6c42dc696575da935c0cda37b42785c7a85b4386a0debfaaad336a"
"How do you spend your free time?","aee292f5fb960adf656db6a87dc069d696681b9611fdeb0024c6671f5a2e901d"
"What is the best way to get to the airport?","cc81ec7bee01ef6a5b9f829804c3a6f968f61f9a847a6eab03ce07a9434e4d8e"
"Want to come visit the first site already under way?","55177a902336367802f1944bb98761309a4b45a21f2ba196f9b75cb5e1695ce4"
"Musk is spearheading Trump's government efficiency efforts and will closely advise Trump on spending.","d06d6487112834c76d7546fc904a93a1b1b3982bdd0d0faf0c2998cc718e83de"
"What is AI, how does it work and what can it be used for?","ed8712b5c7c35422c3900bae2ac830b94b1fac288d64b81546a4f78856e0ddab"
"Mushrooming demand OpenAI has long called for more investment into data centres for AI.","86cba61886789d8fc84bcc0e441b1a3eac34509957ce83c3453d6fbd22973182"
"HELIOS was also designed to disrupt the intelligence and reconnaissance sensors on enemy vessels.","777096b676a3f841783998d936270ea8f5b82c385b50d5eed5c8b65fde4ec7d8"
"The US Navy conducted the first tests of its drone-kill laser weapon","6e982299664c233a3c8d8455fcabb98e9e85ae439c8045b1912753ace6b87333"
"Free IELTS Master Class - MSc In Supply Chain Management - Check Eligibility For Free","365f7c3714da7544999ca513eea5e763a9b378cfdf2799378e51043999255787"
"The US Center for Countermeasures (CCM) released details on the testing, SWNS reported.","d7423ee1a8c77266681c06cd060dc90e288cf59fca85a150ae2ae182062ddf21"
"'Image a thousand of these things coming over the horizon right at you,' Andreessen said.","638a1580a6f38ca06869afc0b3d034ddc40f49bd2e1135c097aa8aa17918e88a"
"'Part of it is simply the speed of processing,' Andreessen explained.","8d4758e6745a2f1faae3267d2d3b09f1120080a0f604f67c9fc400ddfe526989"
"—There are certain matters, such as a bird’s song, its time of migration, etc.","3c15a78a9e124d279ff903db2e9874d58a06cbe18bea64636bb6533df96c1b51"
", lined with finer materials,” we have a faithful delineation of the nest itself.","4d7de2c86751152248f88a21c011b9dc0e14b80dea684ac387bb83c905dc0e54"
"From Wild Life at Home, how to Study and Photograph It, by R.","ae3b9f3cb6818f723c1d81af3eacb2d61ecbe931dc6c0c369de6bf827c575fc9"
"In this type of camera two lenses of equal foci are employed.","325c283a85ed4f8a719f234a9259f8b248bf9e8bf68fa05e398e45d1f5d7eb83"
"They are set one above the other in bellows, which move as one.","39f27d537864855969a032627dbc49d7f33ac9472afae100576f685c9815b71d"
"For several years I have used a “Victor” lens, sold with the “Premo” long-focus camera.","3fc2481033747de86e8e31c5ac44011453312e0ddd325d7c1f59992670ed1817"
"When the conditions are favorable and the subject not extremely difficult it yields satisfactory results.","fa6eecd1d72ec2ca89006fcbb7517355d97ecf1eed0fd5c4d8c1a709561008d0"
"These lenses are of the highest grade, and consequently expensive.","75724f3af48ea28dcb1612c16df748d33eab8e9860307315f25b1d3b2ae5ac66"
"8, time ¹⁄₂₅ second; second,4 fourteen-inch front lens of the combination, stop F.","9fc829c2c6a2f6c11a01f70e52ebd046eb7d00d04e19918fc7a2e6d87cbca32d"
"4 of the eight-inch); third,6 telephoto attachment with eight-inch lens, twenty-one-inch bellows, stop F.","dfc5fd4da6d4c92f760b9e9cb3eb9e2d62f013eba98a239520c412387d332cdc"
"8; twenty-one-inch bellows; one second (½ second was later found to be full time).","88a0b4e6564d9843436d581ac29ec98bdd665a8a8958964b69be2382dcbce321"
"Simplicity and noiselessness are the chief requirements in this kind of a shutter.","5643bca4e6d21d5b7f3a573aeb79c3f033c6b97ff3fbda36c094ac7f4dc5906d"
"With any length of over twenty-five feet an extra large bulb is required.","599534e00b9145e1d45763c43b1fca8af7b77ba33497f312b20ba64867dee287"
"The frame should therefore be collapsible in order that it may be easily packed.","2bc8e94b1b93bf387854f1c8e64791bfeda977de321078077e5772989ffe5111"
"” Doubtless cornstalks 24properly arranged would make an excellent field blind.","b516cbdf0d5e041ecb9131a3078fd75bf954294519eeb0db2c2a65ed70c04508"
"It is difficult to carry one of these blinds in addition to a camera, etc.","c6777569ca35a44580ca24f17f37888f74312597e555f480d01ea3a968d6080c"
"The latter should be of plate glass, and measure at least twelve by ten inches.","7bcb344cc9c56878fa1c4bc915f1c4ba8757f366c1bcf4a4b28226aed98c5bd3"
"An apparatus connected with an automatically fired flash-light, has been employed by Mr.","6a6677dbc49c5d048673dd469759af1df1702055d8afa3546df33dac80947dc9"
"Shiras, of Pittsburg, in photographing deer at night, with phenomenal success.","ef3e935177f76349b7b38ded7c1c2dac7e670ff4ce9c4e6091a030121a3da664"
"Some common types of pollution include air pollution, water pollution, and soil pollution.","492ca104b92d3b7b178876fe2d8bfe8ac0039d82e50b0f307348239c124d3eea"
"Pollution is a key issue that has been affecting our earth.","e3e5eab87165eee78f238d747110094077ef853feeb0f1851e725ebc2c512239"
"Several natural processes and cycles get disturbed due to this.","25598721e40b052874017b80888fdbce0a84906c8ea62f072672ab34a7b1b5de"
"Not only that, many flora and fauna today either have gone extinct or are endangered.","aafdea1e2bfbdba1fe77803a96b442847cc258d8264e95102b5679ec4f7237fe"
"Now it’s time that the administration of these cities prepares strategies to check these issues.","1db5df0f8c1817b52dc9c38648c63692b6e06de240e20190c28266cf92a3bd36"
"Let’s discuss the all the Pollution types one by one:","7de25e1461308c1cd9e729fed35fb0ecfcc2fd6afba6e2fa25fd9530e52f179f"
"In general, air pollution is caused by the release of harmful substances into the air.","6f34ecdbc7e43aec90eda5caacf6cf151ca5ccaf7af49038e3cab1b0d432b1dc"
"a) Emissions from vehicles, such as cars, trucks, and buses","0eafd256f15ca699c8d027180b5c356697c73d1105da30f6c147e5b19af86855"
"c) Agricultural practices, such as the use of pesticides and fertilizers","0c181ec2614ea8fae7af84d1f00593394c45093b0da2bcb4a43fc5ea4eafdfc6"
"d) Household products, such as cleaning supplies and personal care items","ed9d2b53610823a890cf72aa5e1423aec2fdab25262118eaf8d6b7ed13cd2c5f"
"Oil spills can have serious negative impacts on the quality of water.","5d1409f947ba055006c7c382b5da25f3e8aa9d76448d592e8de03fb23ac456df"
"Nowadays, several urban areas are facing unwanted glares in excess amounts.","46cdc457366ffc255d75a11aca8e324ab3bcceefaf05f20d409c88859c7bc98e"
"Once it enters the earth’s atmosphere, eventually spreading across the globe.","a2130ac8d46d9707394ffc3f356177a9a351adc5719bcb5eebe67802b5b732ca"
"It also ordered the closure of several coal-based industries in Gujarat that caused air pollution.","2ffbe7d42a7d6e57278faec1bdb37524528eb0c1020999fac2b8e217a95d4b29"
"Other sources of alternative energy are biofuels, Wind Energy, Hydroelectric energy, etc.","689af34b4cb40ca24a9d8d1cddd89cbddbcc209aa8e5e9393b821ba6dd6101d3"
"Similarly, the particulate matter emissions will come down by 80% in cars.","0e74406281dce4923abf552ba003a2454e79792c1054bf38729106b56d975927"
"Few of the important ways to curb all kinds of pollution are:","76a0958cbd82b963eb074e53f79a81e470f7f06006adb3e66f3e6a565ffcb4ce"
"Limit the Use of vehicles: Vehicles are a major cause of pollution.","e7b3b2f4a7f1ae7aa2859b96cd2b40bb6e0ec365f5383c0da9b9673afd550890"
"If possible, try to substitute them with electric vehicles for personal use.","f1f381aff58ba35eb401374201d624fd9df06e53c31c8f117d19e0b86a0dad3c"
"Use public transportation or carpool can help to reduce air pollution caused by vehicle emissions.","ace0407b7b3045bcdbb4b790545ab5172ed09930e9a0fd01578080cae835ffd1"
"We should dump the waste instead of throwing it here and there.","87146b25d0c03dcccee33f1ef01dc82f2539eea6be8f3f571e6ea877011ba75a"
"We need to either dispose of it properly or donate it for recycling.","d8337f021d2ac0420a83d42b7509df7124d5609b2bb14e535bebb2830726549e"
"has led to an increase in different kinds of pollution.","2780de3eb175be73137d636a8a8fcf6e2c45ed40b2938391c8467aad2a056eef"
"Plants absorb harmful gases such as carbon monoxide and carbon dioxide, etc.","4edd6e7bacd205157627bbfcb08b5ed82fd8ba621dbb9d739c73cadd7b05f233"
"It is important that we follow the suggested measures to curb this issue.","32dabc00b0cf9cefe0f4dd35f8e6a20f65a76e05b47229db337a51e6c00f2252"
"Its our responsibility to make our place a better place for living.","2ebfa54f76846e4fd6a7de4d69774d106a48e30e737b236739d9094e2c47c4c1"
"In order to make the Earth survive, we have to stop polluting it.","5b029d105bed0cf2680d4328d97516ff777a7739f1a6a2aff5f18f62e39abc79"
"Hard work and persistence always lead to success, no matter the obstacles.","e513c953bcfc07981f1bfffdea36606f63a3f0a40f0318e8607dd5565b4d5597"
"Every great achievement starts with a small step toward an uncertain goal.","637e7aecb2b3d14bf6318a162a20cabaed6f820797fefe00153e1492216b64fe"
"True happiness comes from within, not from external circumstances or possessions.","0fae01a676224d2b7b6840c1f26ed78a1ed8d0ced86c42fc5729d3cb3fc1228f"
"Dreams remain dreams unless you take action to bring them to life.","7d6721a16db50f7cb7ad5ebabfdb71f2ff307f9b5218a1f6b360cdf3c43de7d6"
"Time is the most valuable resource; spend it wisely on things that matter.","e12992ecc4bffb03118942d31d45a303db87605c4a4ee3950a48d5822c43384c"
"A positive mindset can transform failures into valuable lessons for future success.","2acc2b630e882aee49c5cecc3946bcb567fb834f83f33ab8f6dda71e21e9f36b"
"Learning never stops, no matter how much you think you already know.","bb7eef5a3d23e7bf969988ea059b113d1ae1741a3bd8ba61b41248a520404a78"
"Success is not final, and failure is not fatal—keep pushing forward.","82bfbb4605dd5dc097313f47c4b56daca9cc953cc8d460acb691e61a9bfa2ac8"
"The key to growth lies in stepping outside your comfort zone.","b2486a5b9ad3467b518d423b39ab1648a0f53fcb2c56463bc3b37826b38779ac"
"Life is unpredictable, so embrace change and make the best of it.","47c6cc019f45290b5bbc4afb4b0146228d918a49605e348a624cacdc58114dde"
"Your attitude determines your direction, more than any external factor ever will.","d5d6e438bea43c05de8fafb84ec174f3f6c09532de9635d622257f8e6b1c1265"
"Small consistent efforts always lead to significant results over time.","0cff3f2037d94459fa800476e7d200e60d93ede2032c68a2722f72b8380ed8bf"
"The best way to predict the future is to create it yourself.","603bf0e1cd9843aa90f9b621a698e8a6604b77ee463887f7bf6241a7c36b42ae"
"Knowledge is power, but wisdom is knowing how to use it.","7e76e2e24293351855d393882636aa5d4456bc86304f89d1cdb0f6b962491ba7"
"A grateful heart finds joy in the smallest everyday moments.","6470f1081fbc1f7c87eb4d53cf92d351f7cd4a7c30e11af272bf0ab6f472fc6f"
"Challenges are opportunities in disguise, waiting for you to uncover them.","dd0dcdfd56c33fe11ef3ce5d53e43090cc0decce2c3cc8be537700ff74b9128f"
"Actions speak louder than words, so let your efforts define you.","ead923364e63466d2cd29c31cf7bdec07c49823af45733b3e7016e107c2bfbdc"
"The journey is more important than the destination—enjoy every step.","6db69a794e729e23bb91f4a602a11cf8bc3576014cb81022ba1fe29240d90c98"
"Your thoughts shape your reality, so choose them wisely every day.","95c1e73a27e9773420373b4e34653519c2ac08045d6199f2bf9dad527247c816"
"Every setback carries the seed of an even greater comeback.","7d4f94eec3b221d7527c2d2d07b0c7332ea809723ab949bf99408c24da0391e8"
"Confidence comes from preparation, experience, and believing in your own abilities.","5febd8832265b4c4c1c4c93a0307c10e044f7ca44f759602108392ea693e5945"
"Nothing worth having comes easy, but the struggle makes it worthwhile.","d82c117ff57311713ee4693f5c0f628b50a023313b60e5a67566522c4af0dd21"
"Focus on progress, not perfection, and you'll always keep moving forward.","766b567503dc973d12ab00d568ecfd5a33d3203ceeaef6d3e7f0cf13a228900f"
"You are stronger than you think, and more capable than you know.","d50e1051a2d20b314a0fd62647a6729d4a530c556e44a5298c9e5b89eb2387eb"
"A single act of kindness can create ripples of positivity everywhere.","3d9e93638e1024c0252a3291acf4520199980219b15f0e8ae95ddaec4dec1c9d"
"Discipline is the bridge between goals and the success you desire.","dc2f37839f14111aaa89396acd9a58a33b64027ef35eb66019f91e01c18daedc"
"Creativity thrives in an open mind that dares to explore possibilities.","897ec35cd7e7a5e3b0675b43e07da0f3d229263717675512eacc63dd45615b49"
"Great things never come from comfort zones—dare to challenge yourself.","a1c806ef2f90f8a87b94c6160fe9084b887a91f347bbc9c7108c8f08af1a58b9"
"In the end, memories matter more than money or material possessions.","02ad616282ef540e1f077af70ffef2ae6e0714e94aa4b8c580577bc007d87101"
"Every problem has a solution; sometimes, you just need a new perspective.","3cc4f484f3f968a66dd14d9bc5d63214f66b4d74c1bc403a96510a616d378e04"
"A setback is a setup for an even greater comeback story.","5119d4f50d3d8c04458601aaa4ebc99b1ae042b9226f3271126cc34a59f0d8d3"
"Failure is simply the tuition you pay for valuable life lessons.","a30efac8f19e6d7ec2ffcb54089c3ed4ebe6bb25dca7323e24585e5834303c47"
"Don't compare your journey with others; focus on your own growth.","22c6146743764e35e58e62432bb1f8280fd2f36987404e7dc03bd5201356680b"
"The world belongs to those who take action, not just those who dream.","87472e8c4367e9006fb8ff80d7881c5ccb394a5831025012da62eea3f888ecb7"
"Strength doesn’t come from what you can do, but from overcoming challenges.","90ad5fedea370152b64340a366851fb09d4959c0a44133472ed318142f966f5b"
"Respect is earned through actions, not demanded through words or authority.","81fbf17c54eab4f6ba258fcc87b7e1962c31f463ee68042bc4630f0dbcf0be9b"
"Every new day is a fresh opportunity to become a better version.","6ef111dd71b9f58fe98907527c672170ae7ae0e13e4f801b617723790a1ef735"
"Motivation gets you started, but discipline keeps you going till the end.","bf029343c12b69cb5ef9226f61056df302963a336e94fb262f7f4fe5a19a71a9"
"Listening is more important than speaking; wisdom comes from understanding others.","725b9fb82cbb6c62a43d76601a6f32fcb18ffcd64f3d8483d2a801a95a7d4ffc"
"Your greatest enemy is the fear of failure—conquer it, and grow.","e17b8eea539797a76b18b321e682edefbfb3d63c58ce6b3c4af5c089e40239c3"
